mean_phi_weighted,sorting_phi_weighted,skewness_phi_weighted,mean_mm_weighted,mean_um_weighted,phi5,phi16,phi25,phi50,phi75,phi84,phi95,mean_phi_graphic,sorting_phi_graphic,skewness_phi_graphic,kurtosis_phi_graphic
6.986905289194137,2.090724846166937,0.1401553109907399,0.007883733427918666,7.883733427918666,9.965784284662087,9.965784284662087,9.81338404420813,7.154155117274265,5.593716546855768,5.0923201176662065,3.943308266375512,7.404086506534187,-2.130862408156027,-0.07692620096168205,0.5849342105499192
4.668602994480142,3.5663574927568122,0.1821361257466824,0.03931972401096095,39.31972401096095,9.965784284662087,9.965784284662087,8.311054342080466,5.080558966858053,1.332464697377257,0.8941558499741628,0.2235621287150889,5.3134997004981015,-3.744001374724556,-0.03851691049470242,0.5721376670097557
7.416655126901842,2.001839136338576,0.07951479309006018,0.005852808834048879,5.852808834048878,9.965784284662087,9.965784284662087,9.965784284662087,7.5558217839409325,6.0149157896346335,5.549844359301682,4.9249828401790205,7.690483475968233,-1.8677427759587477,-0.04574168613139963,0.5228982523578436
7.458763787438656,2.094289706924135,-0.06406106817772142,0.005684448934486513,5.684448934486514,9.965784284662087,9.965784284662087,9.965784284662087,7.677118080237229,6.025223000741854,5.513864522947804,4.655616017250601,7.71892229594904,-1.9175508900363716,-0.014085232197349853,0.552281341018896
5.6928382655519165,2.088503663416679,0.26268847180764054,0.019332362127481423,19.332362127481424,9.965784284662087,8.540772128050406,7.820538095997669,5.933378387482879,3.9214434992178098,3.72961653032328,3.3808217839409327,6.067922348618855,-2.2005104904501382,-0.041947498392965264,0.6921491788055597
5.478118865458949,2.0520409304641967,0.6309736166853378,0.02243478447223213,22.43478447223213,9.965784284662087,8.31064634534444,7.521172661133914,5.134722161369274,3.875278517995405,3.7018870036465232,3.360253819449626,5.715751836786745,-2.1530277846990944,-0.18910610177469606,0.7425296815008229
5.575359762351092,2.021210083893744,0.5584760576181744,0.02097246483675576,20.972464836755762,9.965784284662087,8.426106426818679,7.661813519478121,5.5665969915662705,3.8389204527339094,3.688871019688383,3.3870108287840797,5.893858146024445,-2.1810927087337872,-0.1036240949623044,0.7052822515264465
5.386648703418658,2.0042666553680033,0.7262355206914328,0.02390326158314563,23.903261583145632,9.965784284662087,8.224858481188638,7.399170407794143,4.9741366239920985,3.816286329366953,3.662635709928334,3.325390390276417,5.620543605036357,-2.1466759798432076,-0.212530277494217,0.7595760420833317
5.435263439118479,1.9523302270370422,0.6978363004449221,0.023111209291745725,23.111209291745727,9.965784284662087,8.205383187449703,7.415909503239177,5.130731189142131,3.8714883098392203,3.7138525830745404,3.4141172783502722,5.683322319888791,-2.1155594702319442,-0.18454437231543724,0.7575593537856739
5.74204732467288,2.11312015378252,0.5765963425378172,0.018684071421660148,18.684071421660146,9.965784284662087,8.7494177143412,7.829640681578726,5.708340679264269,3.9494087153730466,3.7655337027317213,3.455974471322016,6.0744306987790635,-2.232305823105411,-0.11018214468736331,0.6875761203889313
5.704936518630073,2.111988512592629,0.6246360593513061,0.019170921308618853,19.170921308618855,9.965784284662087,8.709411570675805,7.777515998816964,5.56802771745902,3.9487261310212753,3.761326082311896,3.435098724827271,6.012921790148908,-2.226519184187161,-0.13486854877592017,0.6990486727554621
5.611074514158368,2.0650598684753856,0.5235689129401172,0.020459652982069955,20.459652982069954,9.965784284662087,8.429841242726122,7.74111590158799,5.653184868181892,3.8270611998495982,3.6458694316436797,3.3057545237071224,5.909631847517232,-2.20508837109712,-0.08040818052311466,0.6973638852368902
3.5479394882690047,1.274182886451056,2.9741565877214247,0.08549954257181754,85.49954257181754,7.464155117274265,3.8193657239206034,3.6416912975456404,3.373159208934366,3.160309903196442,3.0048811780967624,2.694158551835648,3.399135370317244,-0.9263478887951446,-0.047839142282196635,4.0610556372306466
3.9741060783511144,2.7006194471014107,1.1641611953429547,0.06363189609294768,63.631896092947684,9.965784284662087,7.643979678677773,5.681649297167863,2.6044183364957574,2.1376781812221903,1.9505249787999934,1.713457764303994,4.066307664657842,-2.673716178054004,-0.38514998499772013,0.9543252250889651
3.857595141400761,1.5100073904307725,2.4644466089603414,0.06898396477184159,68.98396477184158,8.263174725117402,4.124966080968865,3.7987459271120425,3.457637141396818,3.2461670950615145,3.1803033885444085,2.9954643462033697,3.5876355369700303,-1.0343036093052098,-0.20642033915763283,3.906949689449617
4.3841068654579765,1.9714533722381755,1.7745622847735978,0.047890826184426964,47.89082618442696,9.965784284662087,7.009393212512361,4.210309050014341,3.66336082336535,3.397723593151135,3.2872342173558913,3.1481175643240755,4.653329417744534,-1.9635195549009374,-0.39894934458767056,3.4385622846889534
3.9053806750976983,1.4139917881645645,2.768981539905949,0.06673647633459029,66.7364763345903,8.035994197734034,4.202897666098645,3.8431003447866257,3.596917390080479,3.373843367417095,3.2691671195595515,3.1412294832892207,3.6896607252462252,-0.9750636539748966,-0.14898838135290088,4.274952124787814
3.8942637091399104,1.452619367725518,2.6475797622162833,0.06725271360253231,67.25271360253231,8.19900360212275,4.14385664318252,3.8231592465365725,3.5641210214557697,3.3295368331095885,3.237223921613172,3.124397029784219,3.6484005287504875,-0.9955379640799931,-0.13943822888197674,4.2132543729188985
3.841182689795274,1.375154029208996,2.7657160287343467,0.06977322411714887,69.77322411714887,8.014155117274264,4.036079239124254,3.8028628220913787,3.5558788117142752,3.325710186778327,3.23552757323952,3.1253043789143122,3.609161874692683,-0.9408728768287519,-0.0998368973216521,4.199132947201098
3.800416330977447,1.4129588470286898,2.342122596921251,0.07177293206313418,71.77293206313418,7.864692751682867,4.112095588032089,3.830444711053443,3.566162753176131,3.3221748895183882,3.2206706491716792,2.9157119180692064,3.6329763301266333,-0.972701815565657,-0.1124271501242425,3.9905395668043484
3.8717661294230545,1.5112443967788465,2.3244965036627447,0.06830968125544262,68.30968125544263,8.222927047098825,4.1244263506199035,3.8084420021726646,3.5329279419470545,3.31087469847244,3.2196393696004955,3.0114524106140728,3.625664554055818,-1.0158141144192085,-0.1537432799999156,4.292585636095611
3.677853348407899,1.2257713371906402,3.014192128256996,0.0781368362061851,78.1368362061851,7.275558626046194,3.9209687679209604,3.74919003679016,3.5020962140449856,3.289187955931385,3.208334578275903,3.021656331530039,3.5437998534139497,-0.8226891980955302,-0.08778060323572622,3.7899884636717034
3.7771504791549555,1.3621627126490943,2.7394550014955183,0.07293977304205064,72.93977304205065,7.865670268789416,3.988203103849381,3.7432273495049597,3.4918271295221652,3.285152650744208,3.208275668711127,3.066140091340167,3.5627686340275577,-0.9221834008223285,-0.13643866334721966,4.2941043673659385
3.8901117838272254,1.4390625717930712,2.548836415272674,0.06744653864287367,67.44653864287368,8.01971067282982,4.114622884826947,3.807388325499704,3.5561780544967934,3.346228914201748,3.2489364680602972,3.130023478331857,3.6399124691280123,-0.9572833003277174,-0.14508905247231685,4.345504206537214
3.7438879386600394,1.2351363983814458,2.9770172655869565,0.07464099670655473,74.64099670655473,7.420821783940932,3.9738415832596203,3.783518256600113,3.550976809183696,3.3563973261075044,3.2517210782499606,3.12378344197963,3.592179823564426,-0.831596541701097,-0.08558754548905653,4.123144435132133
3.670445552186287,1.1507129552050628,3.23506575394545,0.07853907668412595,78.53907668412594,6.936377339496487,3.9052723624045877,3.7813188936018176,3.5500405850273387,3.313013243471874,3.2059471269417843,2.857259827883921,3.5537533581245704,-0.7928794166857867,-0.007963618876360944,3.5698255434425934
3.5955096808691405,1.0930234790390945,3.3690449646316383,0.08272632586107809,82.72632586107808,6.443321783940931,3.86219703337114,3.7493454881582466,3.5032837040340414,3.2678218826392937,3.173655298221263,2.769021734942034,3.513045345208815,-0.7288475624236659,-0.021265903015992276,3.127283187282807
3.4625284546423414,1.0279416112841,3.684867427713655,0.09071415809759412,90.71415809759412,5.735976889045501,3.7809329792171265,3.6420607330796138,3.4176286461907113,3.1910996306424892,3.070192442130323,2.6822966408503186,3.4229180225127203,-0.6403639597558195,-0.011163095488451454,2.7752023216129618
3.507608789296399,1.0703037872678878,3.327075854353942,0.08792341365510731,87.92341365510731,6.15973210569107,3.830047283427041,3.7011457570523607,3.438513345071763,3.2011800435343067,3.1033242720510157,2.6788227954903294,3.4572949668499398,-0.7090912543895731,-0.0387663968613319,2.8534000187200115
3.381184596023778,0.976430271787976,3.7328419656053202,0.09597586074688245,95.97586074688246,5.226025832116756,3.7651431495634027,3.6312762834087606,3.351019739450452,3.0974216766886866,2.8915686634274564,2.6732328016095126,3.335910517480437,-0.6051804443381144,0.025943789928287154,1.9597595275520747
3.5358356407216514,1.2289384727180273,3.1204246363651778,0.08621987966917301,86.21987966917301,7.068321783940932,3.847366943998061,3.720172722608476,3.372232963603902,3.133654620908646,2.9385613715052727,2.6833981040132415,3.386053759702412,-0.8915837688698168,-0.02281147340558317,3.0640143306992926
3.756398719400674,1.3162426121363047,2.701028098066522,0.0739965224048302,73.9965224048302,7.780821783940931,4.026667691164236,3.78741863723,3.5194963856560264,3.2884706000931483,3.2009800048689327,2.8572598278839205,3.582381360563065,-0.9524161573400396,-0.11424109130631012,4.044215249865077
3.814062113080197,1.4017762064777877,2.419159882793395,0.07109726568955309,71.09726568955308,7.9919328950520425,4.138011089064106,3.804287293601494,3.496475044093533,3.2610490511201893,3.1823662339386805,2.845542574349631,3.605617455698773,-1.0186673229786916,-0.17131219461896546,3.8825991913045352
3.5325298466301676,1.0122689341382514,3.4870898142467084,0.086417670583993,86.417670583993,5.959698587274529,3.8226944498803164,3.687438622909701,3.4384476961730694,3.246263598660807,3.1818474461330877,2.9289964840204097,3.480996530728824,-0.6194090393086434,-0.09959202658425217,2.8154155553988924
3.6210226534990118,0.9882222408341332,3.2059444763386433,0.08127623293286647,81.27623293286646,6.476059879179027,3.9206639404566688,3.7690370948108436,3.508608002377916,3.2873626944957763,3.2129262515748565,3.1219483768937324,3.5473993981364806,-0.6851331346879219,-0.08221562105838827,2.8538694618048477
3.7097771351503046,1.129860115729448,2.803666981852205,0.07642682271748422,76.42682271748421,7.1394424735961035,4.002652017059363,3.774045830633792,3.510154315713029,3.2950998158029683,3.2194627850930018,3.1270175253363752,3.577423039288465,-0.803740481970337,-0.12883614999380827,3.4334484540719363
3.682006374451726,1.0762386298874564,2.9540287636615705,0.07791223039144438,77.91223039144438,6.900821783940931,4.001656180147203,3.785252465331736,3.5137137311391893,3.2947985362257173,3.221064323898391,3.1309447310538814,3.578811411728261,-0.7663414569238772,-0.1250929280159988,3.150207363754422
3.704010076622665,1.085474722392649,3.1171041239268624,0.0767329442952328,76.7329442952328,7.005821783940931,3.978462201612926,3.793905622820251,3.545003390196665,3.3263142468374913,3.2431671563407196,3.1415429346224424,3.5888775827167705,-0.7693205566693377,-0.08950323982639416,3.38697615317657
5.960978169639053,2.1955430531342084,0.8880462095466471,0.016053390402793785,16.053390402793784,9.965784284662087,9.965784284662087,7.817441502250791,5.05889368905357,4.45468026726214,4.325875526106637,4.168447509138801,6.450184499940765,-2.288361549566633,-0.3700301380168638,0.706549626588226
5.811775569653743,1.9240511242662157,0.9804297824936948,0.017802509470137326,17.802509470137327,9.965784284662087,8.380821783940933,7.372049854116371,5.376651096852717,4.49643338663839,4.354943330066058,4.182011038699873,6.037472070286569,-1.8827988931599635,-0.24621494948431108,0.8243098125581798
5.681974996359559,1.8338395962411929,0.6213951629415243,0.019478481243133165,19.478481243133164,9.90174539574406,8.268881485433468,7.597239694388692,5.721431515476432,4.120185612163777,4.012625064049289,3.88116217190936,6.000979354986396,-1.9762736847149387,-0.0985189137473485,0.7096387006258398
6.665505493033077,1.7718337156491586,0.46233682148364813,0.009851058777209968,9.851058777209968,9.965784284662087,9.569543659481798,8.284047590392543,6.836267328495386,5.65758846792689,5.197437439224369,4.365948112243905,7.201082809067184,-1.9414865811883244,-0.1251623801641026,0.8738056515446729
